Farmacia ;latitude;longitude
Farmàcia Constanso Vilaseca, M. Carme;2.3165204;41.9911722
Farmàcia Bansell Bigas, F. Xavier;2.3679115;42.0359657
Farmàcia Mataró Reixach, Guillem;2.235841;41.8142978
Farmàcia Mahon Godayol, Rafael;2.2427451;41.8824785
Farmàcia España Borrero, Yolanda;1.9186829;41.60736
Farmàcia Ruyra Pagès, Pere;1.8457238;41.610664
Farmàcia Guarc;1.8706582;41.5388319
Farmàcia Alert Badia, Montserrat;1.8658679;41.5427548
Farmàcia Berenguer Amenos - Florensa Bere;1.8947248;41.5432327
Farmàcia Florensa Berenguer, Mireia;1.8697386;41.5396909
Farmàcia Ley Ceballos, M. Soletat;1.8932259;41.5435889
Farmàcia Bargalló Arqué, M. Salomé;1.8870766;41.5443097
Farmàcia Vendranes Matas, Gemma;1.8951563;41.5396811
Farmàcia Campabadal Monfà, Gemma;1.8704056;41.5346867
Farmàcia Martínez Folch, Josep M.;1.9160728;41.6058749
Farmàcia Abeleira Navarro, Nicolas;1.8942461;41.5413689
Farmàcia Pla Granés, Gemma;1.8711586;41.5368636
Farmàcia Casal Vidal, Meritxell;1.8981734;41.5432676
Farmàcia Taulé Romagosa, Francesc;1.8634397;41.5362164
Farmàcia Escarrer Cuadrench, Núria;1.8674996;41.5378349
Farmàcia Rafael Tibau Maynou;2.1645747;41.6312778
Farmàcia Neus López Sánchez;2.1653481;41.6295655
Farmàcia Isabel Puigoriol Mas;2.1623937;41.6341126
Farmàcia Belén Soria Izquierdo;2.2667431;41.6643389
Farmàcia Cristina Huber Ruano;2.167679;41.6276152
Farmàcia M. Socorro Ruano Tibau;2.1653834;41.6258435
Farmàcia Martínez Arenas, Manuel;2.1695513;41.625604
Farmàcia Gonzalez Pérez, E - García Fernandez, S;2.1650253;41.6881291
Farmàcia Sonia Tomero Bergós;1.9232305;41.330715
Farmàcia Ramon Cerdà - Virgili Gabaldón;1.8521362;41.3525583
Farmàcia Guillen Relat, Jaume;2.1854834;41.5334585
Farmàcia Sans Gesa, Dolors;2.2239179;41.5585516
Farmàcia Márquez Lorente, Anna;2.2754229;41.6170623
Farmàcia Núria Muntada Pagès;2.1771036;41.5854842
Farmàcia Mas Martí, Roser;2.2049302;41.5898923
Farmàcia Portabella Calvete, Montserrat;2.2367498;41.5813132
Farmàcia Pinin Lavin, Delia;2.2381967;41.612867
Farmàcia Peya Llach, Josep;2.1830285;41.5306625
Farmàcia Relat Roca, Carmen;2.1805517;41.5348321
Farmàcia Farrés Viladrich, Isabel;2.2426524;41.5533616
Farmàcia Lagarda Bös, Diana;2.1811608;41.5803997
Farmàcia Fajas Fanés, M. Antònia;2.2485164;41.5518395
Farmàcia Adrián Arribas Gámez;2.2292939;41.5641212
Farmàcia Torres Pérez, Jordi;2.1793998;41.5368408
Farmàcia Coll Casulleras, Clara;2.246639;41.5516099
Farmàcia Padros Gea, Carme;2.2651036;41.5407108
Farmàcia Moreno López, Josep Agustí;2.2671792;41.5446617
Farmàcia Ruiz Torrado, Eva;2.2757236;41.6142655
Farmàcia Margarita Colls Desvilar;2.2429675;41.550543
Farmàcia Codina Hernández, Meritxell;2.2400035;41.6112339
Farmàcia Isern García, M. Alegria;2.2297638;41.5666343
Farmàcia Pelegrí Mateu, Maria Antònia;2.1795299;41.5832192
Farmàcia Fransi Gallart, Josefina;2.2798076;41.6147036
Farmàcia Beatobe Muntada, Joaquim;2.1795213;41.5868812
Farmàcia Serrano Ortega, M. Carme;2.1792128;41.5314804
Farmàcia M. Lourdes Lacorzana López;2.1684488;41.5842169
Farmàcia Sempere Asensi, Juan Carlos;2.2671006;41.5538145
Farmàcia Forn Vilar, Elisabet;2.2698574;41.54122
Farmàcia Dordal Caralt, Ester;2.1813985;41.5354733
Farmàcia Elisabeth Reyes Rodríguez;2.7348631;41.644221
Farmàcia Carlos Juan Peña;2.7323802;41.641739
Farmàcia Mariona Torruella Esteban;2.7397828;41.6428064
Farmàcia M. Dolores Polo Trasancos;2.7509076;41.6659964
Farmàcia Pere Vendrell Matute;2.7189302;41.6984347
Farmàcia Montserrat Gelpí Matas;2.7492713;41.6708564
Farmàcia Pep Pérez Martra;2.7266319;41.7073231
Farmàcia Lluís Moner Daniel;2.7488788;41.6677382
Farmàcia Eva Lucena Sureda;2.7212905;41.6976158
Farmàcia Núria Marcoval Martí;2.7191904;41.7017443
Farmàcia Francisca Costa Perich;2.6899729;41.6266323
Farmàcia Morales Morera, Laura;2.1419826;41.3693316
Farmàcia Martínez Larriba, Margarita;1.6658387;41.322982
Farmàcia Franquet Tudo, E. - Ruiz Franquet, E.;1.6640141;41.3221587
Farmàcia Núria Mas López;2.4957154;41.6908802
Farmàcia Anna Domingo Delclós;2.446031;41.6934986
Farmàcia Prats Coll, Magdalena;2.4789952;41.6846827
Farmàcia Sant Antoni de Vilamajor;2.4017334;41.6724269
Farmàcia Carme Casas Bosch;2.4965626;41.6908839
Farmàcia Juan Carlos Duran Lozano;2.4924811;41.6925073
Farmàcia Massaneda Rovira, Joaquim;1.9205269;41.4725535
Farmàcia Marce del Canto, M. Begonya;1.8727515;41.49418
Farmàcia Vidal Martí, M. Rosa;1.8666925;41.4438779
Farmàcia Fonolla Cuixart, Pere Josep;1.8241044;41.4659508
Farmàcia Ribal Barrera, Eva Maria;1.8646407;41.4400438
Farmàcia Rojas Cano, Miquel;1.8725986;41.4929446
Farmàcia Exojo Fernández, Fernando;1.9009572;41.5201332
Farmàcia Hernández Sales, Josep;1.9173565;41.4731381
Farmàcia Miralles Via, Montserrat;1.9183602;41.4770781
Farmàcia Cardona Regada, Artur;1.8999504;41.4502489
Farmàcia Durban Armenteras, Clotilde;1.8162895;41.4997638
Farmàcia Domingo Alguero, M. Teresa;1.9185573;41.4749938
Farmàcia Gili Carulla, Marcel;1.9009496;41.5235307
Farmàcia Maria Àngels Regàs Guañabens;2.4848331;41.5696822
Farmàcia Maria Rosa Ruiz-Carrillo Fité;2.4292237;41.5433166
Farmàcia Anna Maria Guinart Araiztegui;2.4977585;41.5572665
Farmàcia Vilardell Garriga, Andres Luís;2.423174;41.540661
Farmàcia Lluis Pons Martorell;2.4214036;41.5368194
Farmàcia Joan Antoni Rodríguez Vargas;2.4830967;41.5743277
Farmàcia Corona - Subirana;2.4245556;41.5369848
Farmàcia Husni I. Yazbeck Diab;2.4262073;41.5446192
Farmàcia Mancho Farreras, Judit;2.4449815;41.5385808
Farmàcia Tomas Buxeda Buxeda;2.4036957;41.5502864
Farmàcia Elisa Barreda Pallarès;2.4313072;41.5466498
Farmàcia Lorente Yuste, Ángel;2.4816347;41.5725579
Farmàcia Miguel Spa Serra - F. Spa Peradejordi;2.4353728;41.5326413
Farmàcia Marta Burniol García;2.4907752;41.5669569
Farmàcia Plana Borras, Juliana;2.4404954;41.53756
Farmàcia Aurora Sousa Sousa - Ramón Martínez Solé;2.4067857;41.593737
Farmàcia Antonio Pares Martinez;2.4038593;41.5957812
Farmàcia Mónica Centeno Ortega;2.4436834;41.5450796
Farmàcia Soriano Rams, José Antonio;2.4359259;41.5361795
Farmàcia Montserrat Montaner Picart;2.4444074;41.5400196
Farmàcia Picornell;2.4434505;41.5337279
Farmàcia de l'Havana;2.4527528;41.5406518
Farmàcia Els Jutjats;2.4382566;41.5326886
Farmàcia Alfonso;2.4480219;41.5476129
Farmàcia Subirana;2.4251493;41.5388141
Farmàcia Coll Pages, Teresa-Del Rio Duran, Raquel;2.4468982;41.5396868
Farmàcia Torrents;2.2888717;41.6074353
Farmàcia Josep Maria Guanter Ballesta;2.2978989;41.5309699
Farmàcia Maria Elena González Aguilar;2.2973393;41.6187672
Farmàcia Girbau;2.2817736;41.6177497
Farmàcia Antoni Mas Lombarte;2.2943489;41.6135681
Farmàcia M. Pilar Pardo Rodríguez;2.2936147;41.6196973
Farmàcia Can Bassa;2.2878788;41.5932304
Farmàcia Puigvert Barnils;2.2821915;41.6149977
Farmàcia Bonet Vila, Josep M.;2.2891365;41.6003546
Farmàcia Núria Guillen Vidal;2.4015647;41.5546704
Farmàcia Maica Lluch;2.2872586;41.552954
Farmàcia Font Altaba;2.2834668;41.6155891
Farmàcia Pou;2.2868202;41.597391
Farmàcia Girón;2.3255743;41.5886982
Farmàcia Elisabet Xalabarder Sagales;2.2946719;41.6168746
Farmàcia Abad;2.3250252;41.5863532
Farmàcia Olivet;2.2830165;41.6034375
Farmàcia Pilar Serrano Martínez;2.292358;41.6145841
Farmàcia Cristina Écija Cuberta;2.3552452;41.554939
Farmàcia Maria del Carme Icart Navarro;2.2890179;41.6148078
Farmàcia Fabrega Casadella, J/Guardiola Zamora, A;2.0707238;41.5411422
Farmàcia Bagan Tapioles, Montserrat;2.1113324;41.5487159
Farmàcia Gili Segura, Marta;2.1084196;41.5493204
Farmàcia Mujal Viñals, Assumpció;2.1049833;41.5400118
Farmàcia Bofi Martinez, Patricia;2.114534;41.5350045
Farmàcia Pons Samaranch, Isabel;2.1056977;41.5460525
Farmàcia Puig Camarero, Lluis;2.0875782;41.5550041
Farmàcia Martín Poveda, Ma. Dolores;2.0957131;41.5657766
Farmàcia Busquet Mitjà, M. Àngels;2.0836812;41.5470038
Farmàcia Montané Bombardó, Glòria;2.1077842;41.5386801
Farmàcia Franco García, M. Pilar;2.0826251;41.5609502
Farmàcia Borrás Urtubia, Teresa;2.0853661;41.5513339
Farmàcia Vila Terra, Dolors;2.1589097;41.5548086
Farmàcia Escarra Caldes, Pere;2.1051443;41.5562216
Farmàcia Marcet Vicens, Jordi;2.1043095;41.541889
Farmàcia Montserrat Marco, M. Antònia;2.1164587;41.5379091
Farmàcia Borja Fernandez, Laia;2.12868;41.5611258
Farmàcia Brualla Espurt, M. Josep;2.1358363;41.6077009
Farmàcia Anna Garriga Majó;2.1084229;41.5475242
Farmàcia Anarte Salvador, Maria del Prado;2.0437885;41.538611
Farmàcia Pérez Riera, M. Teresa;2.1559542;41.5565773
Farmàcia Blanchart Tintó, Meritxell;2.0959904;41.5408286
Farmàcia Tous Geulen, Josep M.;2.1034496;41.56262
Farmàcia Mora Palà, Mireia;2.0828473;41.5525699
Farmàcia Esteban, M. Teresa - Lopera, M. Teresa;2.1212239;41.5318087
Farmàcia Sala Alegre, E. - Roca Huergo, S.I.;2.1188733;41.5406821
Farmàcia Fàbregas Martínez, Marta;2.1161845;41.5321623
Farmàcia Rosell Gras, Maria;2.1129724;41.5382021
Farmàcia Grau Martí, Anna M.;2.1059367;41.5649048
Farmàcia Gadea Melo, Olga;2.0902055;41.5471264
Farmàcia Grimalt Sancho, J - Vives Grimalt, MP;2.0938334;41.5550314
Farmàcia Manent Margarit, Meritxell;2.0874707;41.5449011
Farmàcia Merce Sora, Anabel;2.1036801;41.5441024
Farmàcia Masip Octavio, Núria;2.0866281;41.5467888
Farmàcia Crusafont Sabaté, Anna M.;2.1054543;41.5469636
Farmàcia Baques Roviralta, Josep;2.1048936;41.553001
Farmàcia Carrera Graño, Rosa Maria;2.0853367;41.5481955
Farmàcia Bonet Ortiz, M. Teresa;2.0916567;41.5694743
Farmàcia Montserrat López Ferrer;1.6782131;41.2019312
Farmàcia Antoni Picomell Garau;1.6746431;41.2098717
Farmàcia Hernández Massana, Rafael;1.7951182;41.3827809
Farmàcia Font Garriga, Xavier;1.7757475;41.3612958
Farmàcia Gascón Mir, Maria Carmen;1.7830265;41.4250195
Farmàcia Cuadras Vidal, Antònia;1.7039293;41.3490281
Farmàcia Mestre Climent, Raquel;1.7868313;41.4242868
Farmàcia Vilella Rodríguez, Delfina;1.7820117;41.427087
Farmàcia Ferré Garrig, Josep M.;1.7097682;41.4175283
Farmàcia García Marné, Yolanda;1.68913;41.3708072
Farmàcia Ferrer Santos, Anna;1.7862357;41.4259775
Farmàcia Gaya Montserrat, Santiago;1.6930391;41.3244685
Farmàcia Alonso Riera, Enric;1.7789311;41.2978945
Farmàcia Engel Cellier, Carles;1.7236018;41.2853402
Farmàcia Lara García Lorente;2.2322755;41.439941
Farmàcia Susana Colomé Fusté;2.2337282;41.4380062
Farmàcia Clapés Collantes, Aïda;2.217566;41.4310016
Farmàcia Bolos Causadias, Esperanza;2.2207452;41.429564
Farmàcia Begoña Barenys de Lacha;2.1675627;41.4353247
Farmàcia Xavier Solaní Tirado;2.1653457;41.4382786
Farmàcia Barceló Giró, Judith;2.1651803;41.4347537
Farmàcia Gabaldón Flotats, Albert;2.1746737;41.4374462
Farmàcia Guillen Rodríguez, Consol;2.1806439;41.4379565
Farmàcia Valsecchi Coma, Glòria;2.1781936;41.4377459
Farmàcia Monells Pages, Guiomar;2.1787145;41.4351367
Farmàcia Zalacain Puy, Enriqueta;2.1744816;41.4359756
Farmàcia Valldemossa;2.1764559;41.4346558
Farmàcia Yolanda Trillo;2.1700488;41.4335051
Farmàcia Josep Lluís Espert Año;2.0316696;41.4921157
Farmàcia Lozano Arroyo, Ismael;1.9763805;41.4480515
Farmàcia Schmid Bosch, Elisenda;2.0292968;41.4915125
Farmàcia Hernández Marcè, Begoña;1.9605419;41.4534244
Farmàcia Arumi Esquis, M / March Vila, E;2.0337509;41.4897349
Farmàcia Torres García, Maria Ruth;1.9724367;41.4500411
Farmàcia Mas Capdet, Anna;2.0366904;41.4896537
Farmàcia G. Orenga Castells - S. Fonts Mestres;2.0347464;41.4852152
Farmàcia Condal Elies, Montserrat;2.0382167;41.4905158
Farmàcia Parera Bayo, Montserrat;1.9299434;41.474402
Farmàcia Valls Planells, Josep Oriol;2.031292;41.4972658
Farmàcia Miñarro Ragón, David;2.0429526;41.4982881
Farmàcia Anna Jansana Puerta;2.036039;41.5293799
Farmàcia de l'Onze;1.9754481;41.4449755
Farmàcia Marimon Manero, Núria;2.0346563;41.487296
Farmàcia Pugès García, Robert;1.9772355;41.4460993
Farmàcia Xapelli Mias, Anna;2.033283;41.4852792
Farmàcia Aguiila Pijuan, M. Soledad;1.9671181;41.4514227
Farmàcia Pedró Pujibet, Laura;1.9806137;41.4725397
Farmàcia Toro Serrano, Marc;2.0382705;41.4952419
Farmàcia Fernández Giménez, Sandra;1.962714;41.4525335
Farmàcia Pilar de Dios Culebras;1.9261605;41.4785928
Farmàcia Avilés Cortés, Montserrat;1.9562904;41.5267366
Farmàcia Laia Rovira Berger;1.9248971;41.4746845
Farmàcia Miralles Curto, Pere;1.973848;41.4476751
Farmàcia D. Batallé Tapiolas - M. Carulla Batallé;2.0312283;41.4902886
Farmàcia Batllori Calbó, Xavier;2.0383727;41.4868639
Farmàcia Ferran Cabeza, Clara;2.0365425;41.5246472
Farmàcia Escudero Martinez, P/Escudero Portera, M;1.9803639;41.4748578
Farmàcia Blanca Pachón, Elisa;2.0408394;41.4969661
Farmàcia Montserrat Olivella, Antoni;2.034113;41.4957935
Farmàcia Gracia Franco, Anna;1.9825113;41.4785787
Farmàcia Aguiló Juanola, E - Busquet Aguiló, S;2.1863728;41.4401181
Farmàcia Busquet Masip, Carles;2.1850486;41.4356252
Farmàcia Teixidó Casals, Josefa;2.1930942;41.4392596
Farmàcia Subietas Mesalles, Susanna;2.1851172;41.4373945
Farmàcia Pellicer López, O. - Miralles Roset, M.;2.1866183;41.4363384
Farmàcia Reales Naveira, Anna M.;2.1889134;41.4386917
Farmàcia Mendez García, Otilia;2.1921021;41.4346327
Farmàcia Rodríguez Ferran, Montserrat;2.1662435;41.4311466
Farmàcia Martinez Morales, A. - Juan Espejo, A.;2.1720278;41.4299105
Farmàcia Fernández-Rajal, Eduard.;2.1694339;41.4300277
Farmàcia Vehí Gasol;2.1706185;41.4326587
Farmàcia Garrifé Pujol, Roser;2.1728484;41.4280853
Farmàcia Piñas Massó, Loreto;2.1782616;41.427654
Farmàcia Virrei;2.1759582;41.4285533
Farmàcia Sabaté Faura, Jaume;2.192892;41.4318735
Farmàcia Labarta Brustenga, Georgina;2.1824477;41.4278144
Farmàcia Solà Casanovas, Mercedes;2.1921963;41.4299525
Farmàcia Terré Hernández, Immaculada;2.1872007;41.4297373
Farmàcia Almirall Ferran, Blanca;2.1857262;41.4327563
Farmàcia Fons;2.1664972;41.4263141
Farmàcia Garcia Castell, Ester i Joan;2.1747257;41.4238041
Farmàcia Tolosa Gomara, M. Josep;2.1780708;41.4258356
Farmàcia García Barrado, M. Carmen;2.172769;41.4222492
Farmàcia Jimenez Galindo, Ana Isabel;2.17725;41.4214769
Farmàcia Miralles Tejedo, Jose Antonio;2.1726841;41.4242458
Farmàcia Vila Morell, Margarita;2.1736248;41.4251943
Farmàcia Najar Martón, Joan;2.1686933;41.4262273
Farmàcia Prat Calvet, Carme;2.1748124;41.4223415
Farmàcia Ortiz de Saracho Mata, Sofia;2.1688238;41.4236681
Farmàcia Sanz Suay, Nestor;2.1889381;41.4230564
Farmàcia Blanc Melià, Beatriz i Javier;2.1843337;41.4250034
Farmàcia Marqués Wien, Carolina;2.185753;41.4244193
Farmàcia Martínez Alejandre, J. Antonio;2.2078786;41.4263953
Farmàcia Fabregat Huesa, Àngela;2.2231265;41.4267466
Farmàcia Perez Garcia, Juan Carlos;2.2217988;41.4234394
Farmàcia Salgado Blanco, Joan J.;2.227645;41.4260697
Farmàcia Rubio Moreno, Margarita;2.1692892;41.4118536
Farmàcia Roig Avilés, Isabel;2.1727778;41.4119182
Farmàcia Ruz Torres, Celia;2.1700568;41.4137483
Farmàcia Arrasaté Perpiñà;2.1648608;41.4148554
Farmàcia Aranda Margarit, Ricard;2.1682074;41.4141393
Farmàcia Elisabet Barberà Maré;2.1712554;41.4120163
Parafarmàcia Iglesias Bergadà, Mercè;2.1828608;41.4177164
Farmàcia Carbonell Uberos - Martínez Roman;2.201033;41.4174638
Farmàcia Nialet Prieto, Berta;2.2148437;41.4150768
Farmàcia Paterna Paterna, Jesús;2.2061782;41.4137561
Farmàcia Pastrana Fontanet, Roser;2.2173456;41.4135569
Farmàcia Navarrete Mora, Yadira Lorena;2.2123015;41.4150445
Farmàcia Baeta Alquezar - Bou Sais, Alícia;2.1883852;41.4194745
Farmàcia Ricarte Fillola, Santiago;2.190548;41.4184255
Farmàcia Sanz Pirla, Lourdes Pilar;2.2134091;41.4224542
Farmàcia Anton Velàzquez, Josep;2.2194798;41.4184113
Farmàcia García Llorente, M. Pilar;2.2031743;41.419961
Farmàcia Rodes Sifres, Eduard;2.2123169;41.4211997
Farmàcia Valero Mendoza, M. Teresa;2.2140709;41.4137085
Farmàcia Herrero Cerdà, Josep;2.2064652;41.4053383
Farmàcia Bouffard Fita, Fernando;2.2157768;41.4086351
Farmàcia Domenech Arno, Cristina;2.204959;41.4064264
Farmàcia Villanueva Villalba, M. Pilar;2.1793442;41.4126515
Farmàcia Collellmir Morales, Marta;2.1781606;41.414205
Farmàcia Bruna Reverter, M. Àngels;2.1782504;41.4100592
Farmàcia Albareda, Anna - Pérez, Núria;2.1771353;41.4114718
Farmàcia Sardenya - Llic. Irene Malo Cruz;2.1698486;41.4058431
Farmàcia Fabré Rodríguez, Sergio;2.1650008;41.4095684
Farmàcia Rubio Calvo, Alvaro;2.1748153;41.4073595
Farmàcia Mérida Donoso, Salvador;2.1736259;41.4068875
Farmàcia Pascal Canalias, Dolors;2.1741826;41.4106777
Farmàcia Garcia Velasco, Eider;2.165894;41.4108678
Farmàcia Chacón Puig, Guillermo Alfonso;2.1727383;41.4081523
Farmàcia Rojo Boixareu, Mercedes;2.1679075;41.4048167
Farmàcia Cotanda García, Anna Maria;2.1697264;41.4099599
Farmàcia Galcerán Catafau, Salvador;2.1227009;41.5151123
Farmàcia Ferrer San José, Carles;2.113672;41.5262992
Farmàcia González Carnicer, Eulàlia;2.1087704;41.5263769
Farmàcia Martí Escursell, Sílvia;2.112617;41.5062635
Farmàcia Granero Nogueira, Isabel;2.1105829;41.5099078
Farmàcia Juan José Ruzafa Gea;2.1213661;41.5200958
Farmàcia Novell Regué, Núria;2.1454749;41.4953401
Farmàcia Perelló Pol. M. Rosa;2.1308973;41.5171887
Farmàcia Concepció Masó Mimó;2.083492;41.4777526
Farmàcia Alvarez Sierra, Teodoro;2.1441673;41.491415
Farmàcia Hidalgo Valls, Sara;2.1449599;41.483074
Farmàcia Brustenga Fortuny, Marta;2.1179897;41.5278502
Farmàcia Ruiz de Bustillo, Joan;2.0895696;41.4737553
Farmàcia Hidalgo Valls, Belén;2.1489696;41.4894014
Farmàcia Casacuberta Bausili, Alícia;2.0605086;41.469875
Farmàcia Rodríguez Garcia, Estela;2.0829273;41.4723465
Farmàcia Blanca - Cornellà;2.1172092;41.5098451
Farmàcia López Rodríguez, José Luís;2.1274512;41.5210409
Farmàcia Caelles Franch, Mª Nieves;2.1537119;41.5012071
Farmàcia Palomeras Sargatal, Maria;2.1228416;41.5236454
Farmàcia Comas Anye, M. Àngels;2.1920536;41.4078768
Farmàcia Pla Santamans, Francesc;2.1763183;41.4023257
Farmàcia Trigo Diaz, Ana Maria;2.1776182;41.4066976
Farmàcia Segarra Gurria, M.Pilar;2.189323;41.4057226
Farmàcia Isabel Romera Guijarro;2.1709142;41.3980537
Farmàcia Torres Puente, Z / Manera Beltran, S;2.1724061;41.4005297
Farmàcia Bragutal Rovira, S - Belmonte Martínez;2.169462;41.3976466
Farmàcia Ibáñez Gimeno, Marta;2.1712925;41.3992142
Farmàcia Torrents Grau, Glòria;2.174149;41.3977946
Farmàcia Urgell Roura, Montserrat;2.1744449;41.4012006
Farmàcia Bouffard Fita, Carina;2.1717513;41.3907897
Farmàcia Barenys;2.1737568;41.3866909
Farmàcia Miserachs Lalanda, Marta;2.1682985;41.3934027
Farmàcia Roson Rio, Santiago;2.1681233;41.3918346
Farmàcia Mateu Bellés, M. Joana;2.1743069;41.3943714
Farmàcia Gilaberte Velasco, Lydia;2.1694553;41.3945131
Farmàcia Peris Zaragoza, M. Carme;2.1712803;41.3965669
Farmàcia Bainad Caballé, Jacint;2.1808171;41.3934118
Farmàcia Malaspina Casulleras, Anna M.;2.183641;41.3903305
Farmàcia Jové Ysanta, M. Teresa;2.1852869;41.3910603
Farmàcia Ortuño Gobern, M. Pilar;2.1763177;41.3937007
Farmàcia Montserrat Villar Merchán;2.1807867;41.3902055
Farmàcia Sánchez García, José;2.1806893;41.3881124
Farmàcia Odriozola Jauristi, Laura;2.1882345;41.380674
Farmàcia Domènech Pérez, Antoni;2.1904708;41.3802334
Farmàcia Miró Aspa, Antoni;2.1897252;41.3784737
Farmàcia Agramonte Bucho, Zoila Adelfa;2.1794549;41.3852524
Farmàcia Allué Mugarra, Alejandro;2.1840961;41.3838959
Farmàcia Hernández de la Rosa, Carme;2.175506;41.3789519
Farmàcia Llenas Just, F. - Vilardell Williges, I.;2.1718901;41.3750474
Farmàcia Camprubí Ribalta, M. Falgas;2.1722387;41.3793006
Farmàcia Aguilar Peyra, M. Victòria;2.1750305;41.3794972
Farmàcia Gironès Saderra, Montserrat;2.1760437;41.3792218
Farmàcia Rodríguez Vilar, Javier;2.1775928;41.3768896
Farmàcia Luna Molero, Maria del Mar;2.1701618;41.3736979
Farmàcia Morera Serda, Josefa;2.1666396;41.3734473
Farmàcia M. Teresa Soro Mas;2.1709478;41.3723116
Farmàcia Catafal Llora, Lourdes;2.1665072;41.3729929
Farmàcia Toledo Fernández, Esther;2.1719978;41.3831792
Farmàcia Guerrero Agustí, Adriana;2.1692778;41.3801677
Farmàcia Sánchez Martínez, Socorro;2.1688139;41.3822757
Farmàcia Mandianes, Anna - Vallcorba, Gisela;2.1656099;41.3785545
Farmàcia Benavides Helbig, Santiago;2.1660796;41.38221
Farmàcia Benedid Costa, Montserrat;2.1657757;41.3793909
Farmàcia Beltran Rovira, Jordi;2.1692541;41.3783535
Farmàcia Ortopèdia;1.9597302;41.3962694
Farmàcia Simón;1.9548994;41.3957465
Farmàcia Muñoz Garcia, FJ / Marin Loscertales, MT;1.9315797;41.3865014
Farmàcia Zabala de Oleza, R / Oller Codina, A.;1.9320382;41.388748
Farmàcia Alfredo Parrilla Hortelano;1.9350606;41.3895974
Farmàcia Raquel Olivella Miquel;1.931411;41.3831186
Farmàcia Hernández Civit, M. Assumpció;1.9809461;41.3579092
Farmàcia Monllor Gonzàlez, Jose Maria;2.0333208;41.3480247
Farmàcia Cabanas Miret, Josep;2.0452158;41.3383459
Farmàcia Jiménez Mogollón, Anabel i Elena;2.0427909;41.3375033
Farmàcia Marsal Fábregas, M. Mercedes;2.0430351;41.3408928
Farmàcia Arribas Adrian, Jorge;2.0247879;41.3124017
Farmàcia Calvo Delgado, José Maria;2.0402882;41.3466888
Farmàcia Terrassa Caffaro, M. Lluïsa;2.0413413;41.3390092
Farmàcia Vila Bragado, Pau;2.0451088;41.3418492
Farmàcia Prat Borrell, Mercedes;2.0310141;41.3479373
Farmàcia Estévez Gómez, Javier Alejandro;2.0386121;41.3350719
Farmàcia Garrido Zafra, Montserrat;2.0084787;41.318039
Farmàcia Moltó Rodríguez, Fernando;1.9961792;41.3373315
Farmàcia Chacón Puig, Roberto Dario;1.9726855;41.2786868
Farmàcia Sancho Cejas, Maria José;1.9758252;41.2769207
Farmàcia Rosés Fernàndez, M.Elena;2.0365043;41.3368025
Farmàcia Uriarte Cullerè, Miquel;2.0133395;41.3191035
Farmàcia Pérez Urpina, M. Dolors;2.0299443;41.3486257
Farmàcia Martínez Valencia, Pau;1.9792644;41.2856869
Farmàcia Vilà Badia, Francesc;2.0108645;41.3218978
Farmàcia Vaquer Fontanet, Anna;2.0423824;41.346779
Farmàcia Orobitg Morin, Daniel;2.0288224;41.3469988
Farmàcia Ramos Diaz, Concepción;2.0363547;41.3456236
Farmàcia Mallasen Zinsser, Isabel;1.9850236;41.2855269
Farmàcia Chalmeta Alonso, E - Cherta Chalmeta, S;1.981173;41.2825627
Farmàcia Beltran Artola, Maria Gràcia;2.0400442;41.3400631
Farmàcia Lluch Villamor, Maria Roser;2.0428199;41.335055
Farmàcia Artola Codina, MD - Roca Pujadó, F;2.0254682;41.3169319
Farmàcia Uriz Fina, Mercedes;2.006512;41.3187597
Farmàcia Rotllan Pare, Margarida;2.0087502;41.3148575
Farmàcia Faiman Szulc, Clàudia Patrícia;2.0007091;41.3044212
Farmàcia Escolano Truco, Víctor;2.000202;41.3085284
Farmàcia Bausili Morenza, Juan Bosco;2.0438739;41.3359939
Farmàcia Badía del Romero, Joan Carles;2.0094494;41.3199513
Farmàcia Cruz Olivé, Luis Alejandro;2.0369145;41.3463664
Farmàcia Berga Martí, Carles;2.0178635;41.3154785
Farmàcia Llorens Bernat, M. Teresa;1.9799756;41.2879615
Farmàcia Alseda Bacardí, Jordi;2.0166027;41.3129793
Farmàcia Badia del Romero, Stella;2.0197587;41.319512
Farmàcia López Paz, Sylvia Cristina;1.9953208;41.3105163
Farmàcia Rocabeyera Ruiz, Luisa Margarita;2.01078;41.316035
Farmàcia Puigdevall Valero, Miquel Àngel;1.9941459;41.3057444
Farmàcia Conesa López, M. Manuela;2.0401089;41.3324886
Farmàcia Herreros Fernández, Felisa;2.0054183;41.3002344
Farmàcia Ramis Miró, M. Teresa;2.0266773;41.347486
Farmàcia Berga Culleré, Carolina;2.0148363;41.323464
Farmàcia Pérez Galindo, Laura;2.0426574;41.3473403
Farmàcia San Segundo Blazquez, Sandra;2.040917;41.342341
Farmàcia Sala Carcel, N - García Sala, D i X;2.014799;41.3215222
Farmàcia Bresco Mancho, Jose Manuel;2.0158512;41.3186348
Farmàcia Espina Mateos, Carlos;1.9945977;41.3107778
Farmàcia Bañeres Merinero, Francesc;2.0443161;41.3400606
Farmàcia Ferragut Ventura, Antonio;2.0432149;41.3430339
Farmàcia Ayala Pauner, Bausili;2.0419201;41.3323434
Farmàcia Serra Guasch, Magdalena;2.0377899;41.3442273
Farmàcia Torné Felip, M. Mercedes;1.9967203;41.3071687
